surface,ranking,player_name,matches_played,return_points_won,return_points_won_in_play,vs_ace_pct,vs_double_fault_pct,vs_first_serve_win_pct,vs_second_serve_win_pct,break_point_conversion_pct,points_per_return_game,points_won_per_return_game,median_opponent_rank,mean_opponent_rank
all,303,Filippo Romano,30,36.65%,36.22%,3.80%,2.83%,29.40%,49.81%,42.78%,6.46,2.37,269,312.8
all,10,Flavio Cobolli,64,36.02%,36.32%,6.60%,3.29%,28.29%,48.94%,38.28%,6.43,2.31,54.5,65.6
all,247,Florent Bax,34,34.76%,33.63%,6.87%,5.19%,26.28%,48.30%,34.92%,6.4,2.23,361,458.7
all,290,Florian Broska,16,36.85%,37.05%,6.21%,3.34%,28.79%,50.00%,43.96%,6.45,2.38,268,292.8
all,23,Frances Tiafoe,55,35.45%,38.91%,13.81%,3.13%,26.27%,51.39%,44.19%,6.35,2.25,58,73.3
all,357,Francesco Forti,22,37.13%,36.94%,5.17%,3.33%,30.73%,47.36%,32.53%,6.57,2.44,253,389.1
all,161,Francesco Maestrelli,41,36.16%,35.81%,4.55%,3.09%,29.25%,48.59%,37.05%,6.58,2.38,265,310.9
all,219,Francesco Passaro,41,34.34%,34.48%,7.38%,3.67%,25.82%,47.80%,39.34%,6.27,2.15,260,301.8
all,25,Francisco Cerundolo,54,40.26%,40.28%,5.07%,3.39%,32.45%,52.78%,40.75%,6.57,2.65,53,68
all,107,Francisco Comesana,34,35.89%,35.86%,5.18%,2.94%,29.91%,46.46%,37.28%,6.43,2.31,76,114.8
all,767,Francisco Rocha,6,35.93%,35.09%,1.50%,2.10%,35.38%,36.89%,28.57%,6.68,2.4,236,315.3
all,262,Franco Agamenone,44,42.61%,41.25%,1.58%,3.42%,37.61%,51.08%,45.36%,6.68,2.85,268.5,298.8
all,733,Franco Ribero,8,35.96%,34.68%,5.52%,4.89%,30.03%,44.44%,41.86%,6.28,2.26,524,766.9
all,225,Franco Roncadelli,48,43.69%,42.95%,2.99%,3.55%,37.27%,54.63%,48.53%,6.46,2.82,306.5,380.3
all,235,Frederico Ferreira Silva,63,40.61%,40.74%,6.07%,3.96%,33.44%,51.85%,42.59%,6.58,2.67,254,291.2
all,333,Gabi Adrian Boitan,10,37.78%,37.91%,5.31%,3.03%,31.64%,49.56%,46.00%,6.4,2.42,342,450.4
all,,Gabriel Debru,5,42.30%,40.10%,2.07%,5.06%,35.36%,52.91%,41.07%,6.49,2.75,507,475.2
all,87,Gabriel Diallo,40,33.25%,33.43%,6.89%,3.18%,26.82%,45.40%,41.45%,6.21,2.07,70,146.6
all,613,Gabriele Pennaforti,5,34.56%,34.65%,4.89%,2.45%,28.12%,43.70%,47.06%,6.06,2.09,280,293.4
all,404,Gabriele Piraino,23,40.18%,39.78%,4.77%,3.81%,32.97%,52.70%,45.00%,6.39,2.57,337,410.7
all,305,Gael Monfils,14,38.97%,38.18%,5.08%,4.41%,32.33%,49.26%,38.83%,6.49,2.53,58.5,71.7
all,381,Garrett Johns,33,36.84%,36.68%,5.99%,3.73%,30.20%,46.85%,37.21%,6.57,2.42,314,411.8
all,586,Gastao Elias,5,28.52%,29.15%,5.50%,1.37%,22.46%,39.42%,38.46%,5.6,1.6,200,218.6
all,167,Gauthier Onclin,39,39.99%,41.48%,9.67%,4.30%,30.31%,54.30%,40.93%,6.74,2.7,263,307.2
all,200,Genaro Alberto Olivieri,48,40.52%,39.18%,2.15%,3.58%,34.79%,50.27%,42.47%,6.5,2.63,221,251.5
all,414,Geoffrey Blancaneaux,31,37.03%,37.41%,5.19%,2.50%,31.35%,47.07%,39.52%,6.43,2.38,329,379.9
all,247,George Loffhagen,17,38.52%,39.17%,7.41%,3.71%,31.78%,50.45%,35.48%,6.67,2.57,263,326.7
all,388,Georgii Kravchenko,5,30.94%,29.28%,2.16%,3.24%,26.95%,36.94%,27.78%,6.04,1.87,288,407.4
all,585,Gerard Campana Lee,16,38.95%,37.24%,3.93%,5.07%,33.29%,48.48%,40.35%,6.47,2.52,393.5,415.6
all,196,Gianluca Cadenasso,34,43.14%,42.67%,2.51%,2.68%,35.97%,54.24%,43.40%,6.6,2.85,236.5,281.4
all,1156,Gijs Brouwer,10,39.81%,40.40%,7.80%,4.30%,32.18%,53.57%,42.19%,6.34,2.53,352.5,374.5
all,258,Giles Hussey,32,39.23%,37.61%,4.64%,5.41%,32.26%,49.47%,44.33%,6.24,2.45,389.5,477.3
all,227,Gilles Arnaud Bailly,35,40.41%,40.72%,6.10%,3.66%,33.98%,51.16%,42.96%,6.4,2.58,287,358.1
all,454,Giovanni Fonio,6,36.13%,34.48%,3.99%,4.62%,27.99%,49.18%,35.90%,6.43,2.32,346,351.5
all,91,Giovanni Mpetshi Perricard,40,27.19%,27.32%,8.84%,3.14%,21.91%,37.66%,29.01%,6.01,1.63,57.5,80.3
all,153,Giulio Zeppieri,16,34.09%,34.56%,8.69%,3.87%,27.09%,46.81%,38.46%,6.16,2.1,187,251.5
all,173,Gonzalo Bueno,69,42.42%,41.70%,3.85%,4.00%,35.75%,53.06%,46.84%,6.41,2.72,299,358.6
all,320,Gonzalo Villanueva,44,41.85%,41.43%,4.16%,3.67%,35.22%,52.75%,42.98%,6.49,2.72,282.5,333.9
all,138,Grigor Dimitrov,25,34.41%,35.36%,9.21%,3.56%,26.89%,49.05%,36.60%,6.37,2.19,84,145.8
all,223,Guido Ivan Justo,67,43.84%,42.65%,2.85%,4.19%,37.46%,54.64%,46.60%,6.54,2.87,357,391.5
all,568,Guillaume Dalmasso,7,31.20%,26.77%,5.57%,8.08%,21.50%,45.52%,34.62%,5.79,1.81,542,513.7
all,131,Gustavo Heide,48,42.08%,41.85%,4.73%,3.80%,34.99%,52.72%,39.95%,6.75,2.84,214,245.8
all,835,Guto Miguel,10,41.78%,39.94%,1.51%,4.07%,35.55%,52.70%,42.65%,6.5,2.72,327.5,405.6
all,222,Guy Den Ouden,39,41.88%,41.64%,4.31%,3.48%,33.81%,55.64%,43.99%,6.76,2.83,255,297.7
all,334,Hady Habib,15,37.17%,36.94%,6.11%,3.94%,29.13%,51.33%,40.38%,6.61,2.46,283,362.7
all,73,Hamad Medjedovic,32,34.54%,37.06%,11.99%,3.06%,26.44%,47.36%,36.76%,6.38,2.21,53.5,78.9
all,332,Hamish Stewart,26,37.82%,36.69%,4.15%,4.20%,31.35%,47.94%,35.71%,6.7,2.53,360,482
all,255,Harold Mayot,39,40.90%,40.59%,5.20%,4.06%,33.88%,52.00%,38.44%,6.85,2.8,299,363.2
all,201,Harry Wendelken,47,42.43%,43.44%,7.69%,4.11%,34.14%,56.05%,41.77%,6.64,2.82,300,318.8
all,309,Hayato Matsuoka,43,37.83%,37.84%,5.63%,3.41%,29.59%,50.60%,38.91%,6.63,2.51,342,368.7
all,211,Henri Squire,54,38.65%,39.87%,6.77%,2.45%,32.17%,50.49%,38.19%,6.69,2.59,214.5,259.2
all,125,Henrique Rocha,54,40.94%,40.27%,3.30%,3.35%,34.14%,53.24%,45.69%,6.36,2.6,226,252.2
all,430,Henry Bernet,19,35.33%,34.05%,4.14%,4.08%,29.29%,45.74%,37.86%,6.43,2.27,198,226.9
all,217,Henry Searle,19,36.28%,35.63%,4.75%,3.64%,29.61%,48.33%,37.50%,6.45,2.34,215,305.8
all,330,Hernan Casanova,31,43.79%,42.68%,2.93%,4.12%,37.36%,55.25%,47.19%,6.67,2.92,386,529.2
all,442,Hikaru Shiraishi,7,35.56%,36.36%,9.40%,4.10%,26.90%,50.23%,44.44%,6.36,2.26,398,327.9
all,507,Hiroki Moriya,18,39.42%,41.83%,9.35%,2.59%,31.87%,51.80%,39.85%,6.65,2.62,330.5,395.1
all,11,Holger Rune,15,39.21%,40.34%,7.30%,3.05%,31.99%,51.88%,43.64%,6.6,2.59,63,73.6
all,72,Hubert Hurkacz,38,34.92%,35.28%,6.94%,3.23%,28.58%,45.09%,35.71%,6.45,2.25,57.5,60.2
all,143,Hugo Dellien,49,41.55%,40.97%,3.94%,3.72%,36.32%,50.54%,41.50%,6.61,2.75,255,278.9
all,96,Hugo Gaston,54,40.55%,40.69%,6.42%,4.17%,31.47%,55.17%,42.57%,6.47,2.62,172,204.4
all,221,Hugo Grenier,33,38.36%,38.83%,6.51%,3.36%,32.70%,47.37%,44.95%,6.29,2.41,234,261.6
all,646,Hyeon Chung,18,41.58%,41.76%,6.20%,4.13%,31.96%,54.71%,40.94%,7.06,2.94,295.5,342.1
all,263,Hynek Barton,53,38.03%,36.65%,2.19%,3.45%,30.92%,49.97%,37.82%,6.57,2.5,264,289.3
all,36,Ignacio Buse,58,39.38%,38.86%,3.55%,3.10%,33.69%,49.72%,43.42%,6.48,2.55,87,141
all,693,Ignacio Monzon,8,40.13%,37.44%,2.76%,5.94%,35.69%,47.70%,44.90%,6.12,2.45,377,460.8
all,310,Igor Marcondes,27,38.89%,38.14%,5.82%,4.80%,31.07%,52.08%,36.08%,6.76,2.63,268,308.6
all,297,Ilia Simakin,51,37.88%,37.17%,5.11%,4.16%,31.18%,49.16%,40.62%,6.5,2.46,326,365.5
all,617,Iliyan Radulov,5,30.75%,32.03%,9.48%,2.59%,25.10%,44.55%,29.63%,6.33,1.95,290,256
all,402,Ilya Ivashka,25,41.33%,41.31%,6.38%,4.52%,33.08%,54.42%,39.01%,6.85,2.83,333,386.6
all,272,Inaki Montes-De La Torre,34,42.28%,41.18%,3.37%,4.23%,35.33%,53.16%,42.59%,6.64,2.81,314,349.9
all,351,Ioannis Xilas,21,41.16%,39.76%,3.61%,4.69%,34.68%,52.03%,40.79%,6.76,2.78,304,350.1
all,263,Ivan Gakhov,27,39.10%,38.70%,6.52%,4.78%,30.45%,52.98%,45.51%,6.42,2.51,302,419
all,563,Ivan Ivanov,15,33.09%,33.93%,8.09%,2.87%,27.74%,41.85%,35.71%,6.1,2.02,284,310.1
all,360,Ivan Marrero Curbelo,18,42.15%,42.22%,7.01%,5.01%,32.97%,56.38%,41.73%,6.55,2.76,385,689.2
all,585,Izan Almazan Valiente,6,35.36%,35.05%,5.62%,3.51%,28.78%,47.65%,34.88%,6.47,2.29,286,303.8
all,285,J.J. Wolf,15,38.16%,38.50%,9.89%,5.64%,29.06%,49.51%,44.94%,6.55,2.5,189,276.1
all,143,Jack Draper,16,35.66%,37.33%,10.61%,3.65%,28.46%,49.51%,42.86%,6.41,2.29,67,81.4
all,389,Jack Kennedy,16,45.08%,45.15%,6.39%,5.13%,38.25%,56.88%,54.07%,6.46,2.91,259,302.3
all,485,Jack Loge,6,44.05%,42.77%,3.91%,5.15%,34.74%,57.33%,48.33%,6.78,2.99,320,346.2
all,172,Jack Pinnington Jones,38,37.57%,38.59%,7.95%,3.34%,28.85%,51.50%,45.58%,6.27,2.36,234,250.3
all,110,Jacob Fearnley,48,38.95%,39.11%,6.65%,4.00%,31.10%,51.49%,40.92%,6.71,2.61,129.5,152.5
all,304,Jacopo Berrettini,13,39.40%,39.15%,4.88%,3.55%,32.19%,51.01%,33.70%,6.77,2.67,313,384.2
all,362,Jacopo Vasami,23,35.33%,35.43%,3.92%,1.99%,29.22%,46.44%,36.21%,6.46,2.28,260,293.7
all,79,Jaime Faria,59,39.08%,38.71%,5.81%,4.27%,31.47%,51.61%,38.49%,6.69,2.62,176,205.2
all,503,Jake Delaney,11,29.16%,29.81%,8.67%,2.75%,23.57%,39.45%,23.68%,6.06,1.77,405,442.5
all,16,Jakub Mensik,54,36.33%,36.78%,6.58%,3.13%,29.61%,48.14%,34.07%,6.56,2.38,48.5,74.7
all,519,Jakub Paul,5,36.81%,35.06%,4.67%,5.22%,27.50%,48.17%,39.47%,6.17,2.27,220,289.8
all,86,James Duckworth,58,35.16%,36.12%,9.92%,4.11%,26.74%,48.34%,36.49%,6.41,2.25,215.5,226.1
all,239,James McCabe,43,35.19%,34.34%,4.59%,3.68%,29.72%,45.06%,36.33%,6.39,2.25,322,390.8
all,442,James Trotter,22,33.25%,32.91%,6.49%,3.70%,27.88%,42.43%,31.62%,6.41,2.13,337.5,380.7
all,717,James Watt,6,35.95%,33.87%,4.34%,5.37%,29.53%,46.24%,29.27%,6.91,2.49,212.5,277.7
all,573,Jamie Mackenzie,10,35.59%,37.05%,10.15%,3.65%,28.23%,47.52%,37.29%,6.21,2.21,253,388
all,77,Jan Choinski,63,38.64%,39.69%,7.34%,3.09%,31.14%,50.08%,39.06%,6.48,2.5,220,235.7
all,336,Jan Kumstat,24,39.70%,39.07%,6.29%,5.06%,31.56%,50.90%,41.28%,6.51,2.58,261.5,301.1
all,43,Jan-Lennard Struff,50,34.40%,35.98%,11.50%,4.00%,25.32%,50.34%,37.08%,6.36,2.19,68,102
all,1,Jannik Sinner,72,41.26%,41.90%,6.79%,3.79%,33.62%,54.66%,42.81%,6.61,2.73,27,39.5
all,1107,Jason Jung,12,37.20%,37.64%,8.05%,4.15%,30.49%,48.52%,40.26%,6.36,2.36,269,292
all,179,Jason Kubler,10,36.63%,37.15%,10.05%,5.11%,26.37%,53.36%,42.55%,6.31,2.31,313,373
all,43,Jaume Munar,44,37.40%,37.67%,6.79%,3.68%,29.49%,51.14%,41.64%,6.36,2.38,47,72.2
all,457,Javier Barranco Cosano,14,42.91%,42.21%,3.15%,3.52%,37.21%,52.43%,50.00%,6.35,2.72,237.5,343.9
all,238,Jay Clarke,52,41.16%,41.29%,5.55%,3.68%,34.09%,52.92%,43.38%,6.69,2.75,399,435.7
all,314,Jay Friend,29,38.72%,37.51%,5.03%,4.95%,29.45%,52.12%,37.56%,6.84,2.65,334,332.5
all,501,Jelle Sels,20,38.90%,37.59%,4.46%,4.78%,32.01%,49.79%,37.40%,6.39,2.49,376,454
all,74,Jenson Brooksby,40,36.79%,37.58%,6.88%,2.88%,29.19%,50.67%,37.36%,6.46,2.38,41.5,81
all,205,Jerome Kym,31,35.04%,36.38%,9.05%,3.08%,28.09%,46.84%,33.85%,6.31,2.21,214,267
all,105,Jesper de Jong,43,38.62%,39.66%,6.94%,2.85%,31.18%,51.25%,42.99%,6.44,2.49,141,165.9
all,450,Jie Cui,23,36.18%,36.90%,10.67%,5.10%,26.87%,50.89%,40.82%,6.34,2.29,327,382.1
all,14,Jiri Lehecka,58,35.37%,36.08%,8.24%,3.53%,28.17%,48.27%,33.97%,6.55,2.32,45,73.3
all,443,Joao Eduardo Schiessl,20,37.58%,37.02%,4.25%,3.38%,31.35%,47.20%,34.13%,6.42,2.41,328.5,407.8
all,26,Joao Fonseca,43,36.45%,37.00%,7.78%,3.69%,27.28%,52.29%,42.70%,6.31,2.3,33,56.3
all,259,Joao Lucas Reis Da Silva,49,38.29%,38.51%,6.39%,3.65%,32.16%,47.53%,42.17%,6.47,2.48,262,287.4
all,582,Joaquin Aguilar Cardozo,15,42.20%,41.85%,2.88%,2.68%,36.66%,51.17%,45.95%,6.5,2.74,284,332.9
all,182,Joel Schwaerzler,53,35.34%,35.64%,7.00%,3.41%,26.83%,49.12%,38.11%,6.41,2.27,273,311.2
all,560,Johan Alexander Rodriguez,8,37.23%,36.99%,4.79%,3.19%,32.01%,47.85%,35.09%,6.41,2.39,391.5,401.2
all,412,Johan Nikles,13,43.83%,43.31%,3.92%,3.92%,37.89%,53.35%,44.66%,6.61,2.9,417,405.2
all,315,Johannus Monday,37,34.65%,36.17%,10.63%,3.64%,26.52%,47.72%,41.62%,6.27,2.17,329,374.9
all,314,Jonas Forejtek,28,36.90%,37.19%,5.61%,2.85%,31.62%,47.58%,40.66%,6.36,2.35,232.5,267.4
all,113,Jordan Thompson,15,35.97%,36.14%,7.37%,3.91%,28.88%,49.61%,29.00%,6.62,2.38,195,251.8
all,758,Josip Simundza,5,33.33%,32.90%,7.95%,4.55%,27.01%,45.56%,60.00%,5.62,1.87,284,334.4
all,801,Jozef Kovalik,5,38.62%,39.13%,6.89%,3.59%,33.18%,47.97%,53.57%,6.07,2.35,444,394.4
all,266,Juan Bautista Torres,58,44.71%,44.13%,3.06%,3.46%,38.62%,54.25%,48.48%,6.66,2.98,307,329.9
all,151,Juan Carlos Prado Angelo,60,40.74%,39.88%,3.81%,3.96%,34.30%,51.21%,41.61%,6.6,2.69,257,294.6
all,405,Juan Cruz Martin Manzano,12,36.98%,35.59%,2.01%,3.27%,32.21%,45.21%,44.74%,6.07,2.24,257,312.6
all,329,Juan Estevez,20,42.20%,40.98%,3.12%,4.23%,35.49%,52.76%,39.77%,6.72,2.83,393,421.6
all,51,Juan Manuel Cerundolo,56,38.16%,37.28%,4.71%,4.21%,30.28%,51.74%,41.84%,6.3,2.41,93.5,141.9
all,286,Juan Manuel La Serna,46,44.05%,43.03%,2.37%,3.58%,38.71%,53.43%,45.88%,6.72,2.96,381,486.5
all,341,Juan Pablo Ficovich,35,38.04%,36.40%,5.41%,5.68%,29.07%,51.77%,43.59%,6.32,2.4,351,454
all,274,Juan Pablo Varillas,56,39.99%,39.25%,5.33%,4.67%,32.58%,50.75%,45.53%,6.49,2.59,267,373.1
all,562,Juan Sebastian Gomez,12,41.88%,41.58%,4.99%,4.06%,34.59%,52.09%,39.78%,6.73,2.82,391.5,427.1
all,840,Juan Sebastian Osorio,5,35.62%,35.57%,5.85%,3.31%,28.88%,45.34%,27.78%,6.78,2.41,409,554
all,228,Juncheng Shang,17,33.90%,36.17%,12.31%,3.43%,26.12%,47.83%,40.48%,6.23,2.11,46,82.5
all,132,Jurij Rodionov,64,38.99%,39.49%,6.45%,3.38%,30.96%,51.93%,40.91%,6.74,2.63,259.5,299.7
all,391,Justin Boulais,25,38.27%,37.79%,5.54%,4.14%,29.77%,52.58%,39.07%,6.54,2.5,320,340.4
all,190,Justin Engel,44,34.99%,36.02%,8.93%,3.42%,27.86%,47.13%,37.72%,6.47,2.26,207.5,293.9
all,619,Kai Wehnelt,5,37.12%,35.18%,7.76%,7.20%,30.58%,45.81%,30.00%,6.33,2.35,353,376.8
all,259,Kaichi Uchida,39,34.31%,36.55%,12.07%,3.43%,24.47%,48.82%,41.71%,6.19,2.12,263,318.8
all,68,Kamil Majchrzak,41,35.93%,37.31%,11.25%,4.50%,26.85%,51.55%,36.53%,6.52,2.34,54,78.5
all,554,Karan Singh,20,32.34%,32.25%,8.36%,4.11%,24.97%,44.16%,30.00%,6.26,2.02,438.5,478.9
all,39,Karen Khachanov,40,35.62%,36.19%,7.75%,3.50%,27.32%,48.89%,38.29%,6.48,2.31,73.5,81.1
all,518,Karim Bennani,9,32.90%,33.01%,10.81%,5.16%,22.84%,46.74%,33.33%,6.08,2,327,345.3
all,611,Karl Poling,12,38.42%,38.76%,7.79%,4.38%,32.18%,48.47%,38.27%,6.65,2.55,348.5,503.3
all,406,Kasidit Samrej,17,35.60%,35.57%,9.94%,5.52%,28.35%,47.05%,34.38%,6.67,2.37,285,322.6
all,664,Kaylan Bigun,7,35.06%,36.29%,9.18%,3.29%,26.30%,53.68%,22.86%,6.64,2.33,306,287.6
all,831,Keegan Rice,10,40.05%,39.83%,5.40%,3.95%,34.17%,50.00%,51.43%,6.07,2.43,242.5,368.3
all,209,Keegan Smith,44,34.73%,34.35%,6.14%,3.80%,28.16%,45.86%,38.46%,6.4,2.22,326,358
all,721,Kei Nishikori,13,37.87%,38.27%,6.76%,3.54%,31.74%,46.32%,45.45%,6.36,2.41,190,239
all,525,Kenta Miyoshi,17,43.72%,43.14%,3.57%,3.74%,36.43%,54.27%,43.84%,6.47,2.83,319,373.5
all,1340,Khololwam Montsi,5,44.42%,43.50%,5.96%,6.20%,36.40%,56.10%,44.00%,7.07,3.14,584,486.4
all,508,Khumoyun Sultanov,9,37.37%,37.93%,8.19%,4.09%,31.33%,44.27%,34.69%,6.61,2.47,380,479.9
all,242,Kilian Feldbausch,38,46.22%,45.75%,2.73%,3.18%,41.41%,53.80%,46.97%,6.62,3.06,304,345.5
all,215,Kimmer Coppejans,54,44.01%,43.80%,4.09%,3.55%,37.75%,53.84%,42.26%,6.75,2.97,259,294.5
all,478,Koki Matsuda,11,37.06%,36.67%,4.97%,3.50%,30.74%,48.28%,36.71%,6.56,2.43,481.5,541.9
all,566,Kokoro Isomura,17,35.08%,36.53%,13.07%,5.25%,24.93%,50.54%,36.67%,6.39,2.24,230,318.8
all,956,Kriish Tyagi,6,37.02%,38.52%,10.38%,4.06%,31.41%,46.39%,42.50%,6.24,2.31,477,513.3
all,121,Kyrian Jacquet,42,39.64%,39.69%,6.74%,4.35%,30.79%,53.74%,40.18%,6.62,2.62,152.5,203
all,221,Laslo Djere,33,38.39%,37.95%,6.21%,4.51%,29.13%,52.44%,35.29%,6.89,2.65,157,193.1
all,473,Laurent Lokoli,13,35.96%,37.24%,7.55%,2.44%,29.87%,45.91%,38.16%,6.3,2.27,245,286.2
all,191,Lautaro Midon,57,42.65%,41.75%,2.38%,3.25%,37.14%,51.35%,46.25%,6.58,2.8,266,330
all,117,Leandro Riedi,25,39.75%,40.11%,7.15%,4.18%,31.49%,53.01%,35.44%,6.86,2.73,175,234.8
all,12,Learner Tien,61,38.79%,39.87%,7.47%,3.16%,31.32%,52.13%,41.89%,6.44,2.5,49,73.6
all,549,Leo Borg,8,38.09%,38.48%,7.32%,3.94%,28.48%,52.86%,42.00%,6.42,2.45,447,439.5
all,646,Leo Raquillet,7,35.78%,36.67%,8.41%,3.45%,29.50%,45.16%,44.74%,5.8,2.08,290,323.1
all,642,Leo Vithoontien,7,32.91%,34.64%,10.62%,2.97%,26.21%,45.68%,39.39%,6.2,2.04,547,542.7
all,350,Li Tu,21,35.01%,35.39%,7.76%,3.66%,28.19%,47.54%,34.48%,6.52,2.28,366,447.4
all,199,Liam Broady,43,41.99%,42.23%,5.26%,3.43%,34.35%,55.16%,40.22%,6.65,2.79,263,303.1
all,209,Liam Draxl,40,39.38%,40.19%,7.68%,3.81%,30.74%,51.68%,36.96%,6.91,2.72,252,372.3
all,298,Lilian Marmousez,13,39.56%,40.22%,7.03%,3.63%,30.67%,54.05%,50.62%,6.32,2.5,323,352.4
all,179,Lloyd Harris,32,39.19%,38.64%,4.07%,3.46%,32.76%,49.63%,43.83%,6.55,2.57,232,245.1
