surface,ranking,player_name,matches_played,break_point_conversion_pct,break_points_converted,break_point_chances,break_points_per_game,break_points_per_set,break_points_per_match,breaks_per_set,breaks_per_match,break_point_save_pct,break_points_saved,break_points_faced,break_points_faced_per_game,break_points_faced_per_set,break_points_faced_per_match,times_broken_per_set,times_broken_per_match
clay,616,Bruno Kuzuhara,6,32.56%,14,43,0.57,2.69,7.17,0.88,2.33,51.11%,23,45,0.59,2.81,7.5,1.38,3.67
clay,251,Buvaysar Gadamauri,27,41.58%,79,190,0.62,2.97,7.04,1.23,2.93,62.03%,116,187,0.61,2.92,6.93,1.11,2.63
clay,291,Calvin Hemery,17,33.68%,32,95,0.54,2.44,5.59,0.82,1.88,66.67%,58,87,0.49,2.23,5.12,0.74,1.71
clay,48,Cameron Norrie,11,40.62%,26,64,0.48,2.37,5.82,0.96,2.36,65.52%,57,87,0.65,3.22,7.91,1.11,2.73
clay,95,Camilo Ugo Carabelli,30,38.40%,91,237,0.67,3.16,7.9,1.21,3.03,59.53%,128,215,0.61,2.87,7.17,1.16,2.9
clay,435,Cannon Kingsley,10,38.33%,23,60,0.49,2.5,6,0.96,2.3,64.47%,49,76,0.62,3.17,7.6,1.12,2.7
clay,389,Carlo Alberto Caniato,21,36.75%,43,117,0.47,2.29,5.57,0.84,2.05,61.48%,83,135,0.54,2.65,6.43,1.02,2.48
clay,2,Carlos Alcaraz,6,52.08%,25,48,0.81,3.69,8,1.92,4.17,66.67%,18,27,0.47,2.08,4.5,0.69,1.5
clay,551,Carlos Lopez Montagud,7,44.90%,22,49,0.68,3.06,7,1.38,3.14,55.81%,24,43,0.6,2.69,6.14,1.19,2.71
clay,412,Carlos Maria Zarate,19,43.64%,48,110,0.53,2.44,5.79,1.07,2.53,59.39%,98,165,0.78,3.67,8.68,1.49,3.53
clay,366,Carlos Sanchez Jover,26,47.45%,93,196,0.67,3.27,7.54,1.55,3.58,57.41%,155,270,0.94,4.5,10.38,1.92,4.42
clay,405,Carlos Taberner,19,36.98%,71,192,0.96,4.27,10.11,1.58,3.74,57.05%,85,149,0.75,3.31,7.84,1.42,3.37
clay,14,Casper Ruud,23,43.58%,78,179,0.65,3.09,7.78,1.34,3.39,62.81%,76,121,0.43,2.09,5.26,0.78,1.96
clay,320,Cedrik-Marcel Stebe,9,47.30%,35,74,0.8,3.52,8.22,1.67,3.89,66.18%,45,68,0.74,3.24,7.56,1.1,2.56
clay,262,Cezar Cretu,27,48.98%,96,196,0.72,3.21,7.26,1.57,3.56,50.53%,96,190,0.7,3.11,7.04,1.54,3.48
clay,191,Chris Rodesch,11,39.19%,29,74,0.52,2.64,6.73,1.04,2.64,62.34%,48,77,0.54,2.75,7,1.04,2.64
clay,424,Christoph Negritu,14,33.04%,37,112,0.63,3.11,8,1.03,2.64,67.33%,68,101,0.56,2.81,7.21,0.92,2.36
clay,234,Chun-Hsin Tseng,27,49.73%,92,185,0.66,3.08,6.85,1.53,3.41,62.44%,128,205,0.75,3.42,7.59,1.28,2.85
clay,159,Clement Tabur,22,43.48%,70,161,0.59,2.88,7.32,1.25,3.18,62.11%,100,161,0.59,2.88,7.32,1.09,2.77
clay,174,Colton Smith,8,36.36%,16,44,0.59,2.59,5.5,0.94,2,64.29%,45,70,0.93,4.12,8.75,1.47,3.12
clay,639,Conner Huertas del Pino,13,41.33%,31,75,0.54,2.68,5.77,1.11,2.38,63.95%,55,86,0.62,3.07,6.62,1.11,2.38
clay,496,Corentin Denolly,15,38.04%,35,92,0.59,2.71,6.13,1.03,2.33,61.54%,80,130,0.87,3.82,8.67,1.47,3.33
clay,69,Corentin Moutet,12,34.86%,38,109,0.74,3.63,9.08,1.27,3.17,58.23%,46,79,0.56,2.63,6.58,1.1,2.75
clay,778,Cosme Rolland De Ravel,6,46.15%,18,39,0.59,2.79,6.5,1.29,3,74.07%,40,54,0.82,3.86,9,1,2.33
clay,114,Cristian Garin,30,41.78%,122,292,0.82,3.84,9.73,1.61,4.07,57.85%,129,223,0.62,2.93,7.43,1.24,3.13
clay,305,Dali Blanch,35,40.86%,123,301,0.79,3.67,8.6,1.5,3.51,59.05%,137,232,0.62,2.83,6.63,1.16,2.71
clay,116,Dalibor Svrcina,20,53.89%,97,180,0.8,3.75,9,2.02,4.85,59.54%,103,173,0.79,3.6,8.65,1.46,3.5
clay,87,Damir Dzumhur,28,43.84%,96,219,0.7,3.27,7.82,1.43,3.43,56.10%,138,246,0.79,3.67,8.79,1.61,3.86
clay,224,Dan Added,7,30.95%,13,42,0.55,2.8,6,0.87,1.86,65.52%,38,58,0.78,3.87,8.29,1.33,2.86
clay,378,Dan Martin,6,28.57%,8,28,0.37,2,4.67,0.57,1.33,65.85%,27,41,0.56,2.93,6.83,1,2.33
clay,93,Daniel Altmaier,26,44.58%,74,166,0.55,2.63,6.38,1.17,2.85,58.79%,97,165,0.54,2.62,6.35,1.08,2.62
clay,689,Daniel Antonio Nunez,5,45.83%,11,24,0.47,2.18,4.8,1,2.2,42.42%,14,33,0.67,3,6.6,1.73,3.8
clay,413,Daniel Dutra da Silva,32,40.87%,94,230,0.68,3.19,7.19,1.31,2.94,51.21%,127,248,0.72,3.44,7.75,1.68,3.78
clay,290,Daniel Elahi Galan,29,37.33%,81,217,0.61,3.01,7.48,1.12,2.79,56.42%,123,218,0.61,3.03,7.52,1.32,3.28
clay,296,Daniel Merida,40,41.62%,139,334,0.72,3.37,8.35,1.4,3.48,61.09%,179,293,0.63,2.96,7.33,1.15,2.85
clay,302,Daniel Michalski,20,50.00%,74,148,0.73,3.36,7.4,1.68,3.7,44.76%,64,143,0.71,3.25,7.15,1.8,3.95
clay,207,Daniel Rincon,35,47.48%,113,238,0.61,2.87,6.8,1.36,3.23,58.90%,172,292,0.76,3.52,8.34,1.45,3.43
clay,167,Daniil Glinka,16,38.53%,42,109,0.68,3.21,6.81,1.24,2.62,61.62%,61,99,0.62,2.91,6.19,1.12,2.38
clay,6,Daniil Medvedev,9,38.10%,32,84,0.72,3.23,9.33,1.23,3.56,52.31%,34,65,0.56,2.5,7.22,1.19,3.44
clay,226,Darwin Blanch,12,43.90%,36,82,0.63,2.93,6.83,1.29,3,59.74%,46,77,0.59,2.75,6.42,1.11,2.58
clay,188,David Jorda Sanchis,35,43.03%,108,251,0.64,3.02,7.17,1.3,3.09,60.09%,137,228,0.58,2.75,6.51,1.1,2.6
clay,58,Denis Shapovalov,7,35.29%,12,34,0.42,2,4.86,0.71,1.71,56.86%,29,51,0.64,3,7.29,1.29,3.14
clay,441,Denis Yevseyev,11,38.36%,28,73,0.62,2.92,6.64,1.12,2.55,57.73%,56,97,0.81,3.88,8.82,1.64,3.73
clay,252,Diego Dedura,37,44.32%,121,273,0.7,3.25,7.38,1.44,3.27,61.63%,151,245,0.62,2.92,6.62,1.12,2.54
clay,375,Dimitar Kuzmanov,23,43.64%,72,165,0.66,3,7.17,1.31,3.13,56.25%,108,192,0.78,3.49,8.35,1.53,3.65
clay,84,Dino Prizmic,22,42.28%,63,149,0.58,2.66,6.77,1.12,2.86,61.54%,72,117,0.43,2.09,5.32,0.8,2.05
clay,652,Dmitry Popko,7,40.00%,18,45,0.64,2.81,6.43,1.12,2.57,48.94%,23,47,0.66,2.94,6.71,1.5,3.43
clay,357,Dominic Stricker,13,38.67%,29,75,0.55,2.68,5.77,1.04,2.23,66.67%,52,78,0.58,2.79,6,0.93,2
clay,307,Duje Ajdukovic,26,35.39%,63,178,0.66,3.24,6.85,1.15,2.42,61.42%,121,197,0.74,3.58,7.58,1.38,2.92
clay,152,Dusan Lajovic,36,38.57%,108,280,0.68,3.33,7.78,1.29,3,54.80%,137,250,0.62,2.98,6.94,1.35,3.14
clay,556,Dylan Dietrich,6,31.15%,19,61,0.85,4.07,10.17,1.27,3.17,66.67%,20,30,0.42,2,5,0.67,1.67
clay,225,Edas Butvilas,21,33.58%,46,137,0.61,2.85,6.52,0.96,2.19,67.76%,103,152,0.68,3.17,7.24,1.02,2.33
clay,375,Eduardo Ribeiro,26,43.37%,85,196,0.69,3.32,7.54,1.44,3.27,53.33%,96,180,0.63,3.05,6.92,1.42,3.23
clay,486,Eero Vasa,10,52.46%,32,61,0.54,2.54,6.1,1.33,3.2,61.86%,60,97,0.86,4.04,9.7,1.54,3.7
clay,314,Eliakim Coulibaly,12,39.24%,31,79,0.71,2.93,6.58,1.15,2.58,60.24%,50,83,0.72,3.07,6.92,1.22,2.75
clay,182,Elias Ymer,7,48.57%,17,35,0.55,2.5,5,1.21,2.43,47.27%,26,55,0.83,3.93,7.86,2.07,4.14
clay,190,Elmer Moller,35,45.55%,133,292,0.82,3.79,8.34,1.73,3.8,53.77%,164,305,0.85,3.96,8.71,1.83,4.03
clay,588,Emilien Demanet,6,43.14%,22,51,0.81,3.64,8.5,1.57,3.67,55.56%,20,36,0.57,2.57,6,1.14,2.67
clay,86,Emilio Nava,39,37.93%,99,261,0.61,2.9,6.69,1.1,2.54,66.41%,174,262,0.6,2.91,6.72,0.98,2.26
clay,323,Enrico Dalla Valle,34,37.85%,81,214,0.58,2.78,6.29,1.05,2.38,59.68%,111,186,0.51,2.42,5.47,0.97,2.21
clay,47,Ethan Quinn,11,26.09%,12,46,0.31,1.59,4.18,0.41,1.09,63.64%,42,66,0.45,2.28,6,0.83,2.18
clay,61,Fabian Marozsan,12,23.46%,19,81,0.57,2.79,6.75,0.66,1.58,60.00%,45,75,0.52,2.59,6.25,1.03,2.5
clay,431,Facundo Bagnis,6,42.86%,21,49,0.69,3.06,8.17,1.31,3.5,45.45%,15,33,0.45,2.06,5.5,1.12,3
clay,107,Facundo Diaz Acosta,71,43.53%,269,618,0.76,3.57,8.7,1.55,3.79,60.84%,289,475,0.57,2.75,6.69,1.08,2.62
clay,332,Facundo Mena,26,39.50%,79,200,0.7,3.28,7.69,1.3,3.04,64.20%,113,176,0.63,2.89,6.77,1.03,2.42
clay,191,Federico Agustin Gomez,34,37.73%,83,220,0.59,2.75,6.47,1.04,2.44,58.72%,138,235,0.62,2.94,6.91,1.21,2.85
clay,481,Federico Arnaboldi,8,24.00%,12,50,0.62,2.78,6.25,0.67,1.5,53.25%,41,77,0.96,4.28,9.62,2,4.5
clay,346,Federico Bondioli,29,41.20%,89,216,0.62,2.96,7.45,1.22,3.07,60.08%,146,243,0.69,3.33,8.38,1.33,3.34
clay,184,Federico Cina,26,46.75%,72,154,0.49,2.33,5.92,1.09,2.77,65.33%,130,199,0.63,3.02,7.65,1.05,2.65
clay,779,Federico Coria,10,38.46%,25,65,0.6,2.83,6.5,1.09,2.5,60.00%,54,90,0.82,3.91,9,1.57,3.6
clay,807,Felipe Meligeni Alves,14,45.33%,34,75,0.49,2.21,5.36,1,2.43,62.04%,67,108,0.7,3.18,7.71,1.21,2.93
clay,29,Felix Auger-Aliassime,13,47.67%,41,86,0.48,2.39,6.62,1.14,3.15,62.67%,47,75,0.41,2.08,5.77,0.78,2.15
clay,248,Felix Balshaw,16,44.80%,56,125,0.73,3.29,7.81,1.47,3.5,57.14%,48,84,0.48,2.21,5.25,0.95,2.25
clay,220,Felix Gill,11,33.80%,24,71,0.58,2.63,6.45,0.89,2.18,58.97%,46,78,0.64,2.89,7.09,1.19,2.91
clay,279,Filip Cristian Jianu,33,43.90%,90,205,0.61,2.81,6.21,1.23,2.73,60.48%,150,248,0.72,3.4,7.52,1.34,2.97
clay,300,Filippo Romano,13,44.12%,30,68,0.52,2.34,5.23,1.03,2.31,60.53%,69,114,0.83,3.93,8.77,1.55,3.46
clay,9,Flavio Cobolli,21,41.89%,62,148,0.57,2.69,7.05,1.13,2.95,63.08%,82,130,0.49,2.36,6.19,0.87,2.29
clay,247,Florent Bax,9,36.36%,16,44,0.43,2.1,4.89,0.76,1.78,67.86%,19,28,0.26,1.33,3.11,0.43,1
clay,292,Florian Broska,10,57.69%,30,52,0.43,2,5.2,1.15,3,63.41%,26,41,0.34,1.58,4.1,0.58,1.5
clay,20,Frances Tiafoe,11,44.23%,46,104,0.54,2.81,9.45,1.24,4.18,61.45%,51,83,0.43,2.24,7.55,0.86,2.91
clay,371,Francesco Forti,20,31.54%,47,149,0.68,3.24,7.45,1.02,2.35,61.64%,90,146,0.65,3.17,7.3,1.22,2.8
clay,149,Francesco Maestrelli,20,37.31%,50,134,0.56,2.68,6.7,1,2.5,62.66%,99,158,0.68,3.16,7.9,1.18,2.95
clay,220,Francesco Passaro,20,39.50%,47,119,0.52,2.59,5.95,1.02,2.35,59.35%,73,123,0.54,2.67,6.15,1.09,2.5
clay,23,Francisco Cerundolo,23,40.62%,91,224,0.9,4.07,9.74,1.65,3.96,63.33%,95,150,0.6,2.73,6.52,1,2.39
clay,91,Francisco Comesana,20,34.38%,55,160,0.57,2.81,8,0.96,2.75,55.17%,80,145,0.5,2.54,7.25,1.14,3.25
clay,265,Franco Agamenone,45,45.38%,172,379,0.75,3.58,8.42,1.62,3.82,60.35%,239,396,0.79,3.74,8.8,1.48,3.49
clay,725,Franco Ribero,7,41.38%,12,29,0.33,1.61,4.14,0.67,1.71,56.86%,29,51,0.6,2.83,7.29,1.22,3.14
clay,225,Franco Roncadelli,52,46.97%,194,413,0.76,3.44,7.94,1.62,3.73,55.08%,233,423,0.76,3.52,8.13,1.58,3.65
clay,235,Frederico Ferreira Silva,36,42.52%,108,254,0.6,2.85,7.06,1.21,3,62.31%,200,321,0.76,3.61,8.92,1.36,3.36
clay,331,Gabi Adrian Boitan,9,47.27%,26,55,0.56,2.5,6.11,1.18,2.89,54.93%,39,71,0.73,3.23,7.89,1.45,3.56
clay,87,Gabriel Diallo,6,30.00%,9,30,0.65,2.73,5,0.82,1.5,50.00%,22,44,0.9,4,7.33,2,3.67
clay,613,Gabriele Pennaforti,5,47.06%,8,17,0.31,1.55,3.4,0.73,1.6,45.71%,16,35,0.67,3.18,7,1.73,3.8
clay,373,Gabriele Piraino,11,36.25%,29,80,0.69,3.08,7.27,1.12,2.64,51.69%,46,89,0.77,3.42,8.09,1.65,3.91
clay,375,Garrett Johns,11,40.98%,25,61,0.52,2.54,5.55,1.04,2.27,63.16%,48,76,0.65,3.17,6.91,1.17,2.55
clay,178,Gauthier Onclin,11,44.32%,39,88,0.64,3.03,8,1.34,3.55,54.12%,46,85,0.62,2.93,7.73,1.34,3.55
clay,200,Genaro Alberto Olivieri,46,41.93%,148,353,0.69,3.15,7.67,1.32,3.22,56.72%,228,402,0.79,3.59,8.74,1.55,3.78
clay,390,Geoffrey Blancaneaux,14,37.78%,34,90,0.63,2.73,6.43,1.03,2.43,53.33%,56,105,0.74,3.18,7.5,1.48,3.5
clay,247,George Loffhagen,6,27.27%,12,44,0.66,3.38,7.33,0.92,2,54.29%,19,35,0.52,2.69,5.83,1.23,2.67
clay,632,Gerard Campana Lee,12,41.56%,32,77,0.56,2.66,6.42,1.1,2.67,48.94%,46,94,0.69,3.24,7.83,1.66,4
clay,196,Gianluca Cadenasso,33,43.40%,125,288,0.83,3.74,8.73,1.62,3.79,50.92%,111,218,0.62,2.83,6.61,1.39,3.24
clay,435,Gianmarco Ferrari,5,42.86%,12,28,0.5,2.33,5.6,1,2.4,72.97%,27,37,0.65,3.08,7.4,0.83,2
clay,230,Gilles Arnaud Bailly,23,38.46%,75,195,0.75,3.48,8.48,1.34,3.26,55.44%,107,193,0.75,3.45,8.39,1.54,3.74
clay,454,Giovanni Fonio,5,38.71%,12,31,0.48,2.38,6.2,0.92,2.4,62.50%,20,32,0.51,2.46,6.4,0.92,2.4
clay,91,Giovanni Mpetshi Perricard,7,29.63%,16,54,0.6,3,7.71,0.89,2.29,65.38%,34,52,0.58,2.89,7.43,1,2.57
clay,160,Gonzalo Bueno,62,46.38%,218,470,0.71,3.26,7.58,1.51,3.52,56.82%,304,535,0.82,3.72,8.63,1.6,3.73
clay,320,Gonzalo Villanueva,41,42.60%,144,338,0.77,3.56,8.24,1.52,3.51,54.21%,193,356,0.81,3.75,8.68,1.72,3.98
clay,146,Grigor Dimitrov,6,35.29%,12,34,0.5,2.43,5.67,0.86,2,21.43%,6,28,0.41,2,4.67,1.57,3.67
clay,223,Guido Ivan Justo,67,46.60%,247,530,0.76,3.49,7.91,1.62,3.69,55.81%,264,473,0.68,3.11,7.06,1.38,3.12
clay,141,Gustavo Heide,43,40.86%,152,372,0.83,3.76,8.65,1.54,3.53,61.04%,152,249,0.56,2.52,5.79,0.98,2.26
clay,1036,Guto Miguel,5,37.78%,17,45,0.88,4.09,9,1.55,3.4,48.39%,15,31,0.6,2.82,6.2,1.45,3.2
clay,195,Guy Den Ouden,25,42.08%,85,202,0.77,3.42,8.08,1.44,3.4,52.57%,92,175,0.66,2.97,7,1.41,3.32
clay,334,Hady Habib,14,39.42%,41,104,0.58,2.89,7.43,1.14,2.93,66.67%,78,117,0.65,3.25,8.36,1.08,2.79
clay,73,Hamad Medjedovic,16,40.62%,52,128,0.64,3.12,8,1.27,3.25,66.37%,75,113,0.56,2.76,7.06,0.93,2.38
clay,255,Harold Mayot,7,26.42%,14,53,0.72,3.12,7.57,0.82,2,41.67%,20,48,0.64,2.82,6.86,1.65,4
clay,214,Henri Squire,46,38.19%,139,364,0.71,3.4,7.91,1.3,3.02,60.95%,192,315,0.61,2.94,6.85,1.15,2.67
clay,123,Henrique Rocha,37,46.98%,132,281,0.68,3.31,7.59,1.55,3.57,57.74%,138,239,0.58,2.81,6.46,1.19,2.73
clay,408,Henry Bernet,11,38.33%,23,60,0.45,2.14,5.45,0.82,2.09,54.17%,39,72,0.53,2.57,6.55,1.18,3
clay,409,Hernan Casanova,30,46.46%,105,226,0.77,3.48,7.53,1.62,3.5,53.93%,103,191,0.66,2.94,6.37,1.35,2.93
clay,18,Hubert Hurkacz,13,37.14%,39,105,0.59,2.92,8.08,1.08,3,64.77%,57,88,0.49,2.44,6.77,0.86,2.38
clay,143,Hugo Dellien,44,41.06%,147,358,0.76,3.51,8.14,1.44,3.34,60.73%,184,303,0.62,2.97,6.89,1.17,2.7
clay,109,Hugo Gaston,20,45.81%,71,155,0.69,3.1,7.75,1.42,3.55,64.64%,117,181,0.8,3.62,9.05,1.28,3.2
clay,221,Hugo Grenier,6,48.84%,21,43,0.69,3.07,7.17,1.5,3.5,56.36%,31,55,0.92,3.93,9.17,1.71,4
clay,268,Hynek Barton,38,38.64%,102,264,0.57,2.84,6.95,1.1,2.68,62.17%,143,230,0.5,2.47,6.05,0.94,2.29
clay,33,Ignacio Buse,48,44.44%,172,387,0.68,3.25,8.06,1.45,3.58,62.28%,208,334,0.58,2.81,6.96,1.06,2.62
clay,693,Ignacio Monzon,8,44.90%,22,49,0.64,3.06,6.12,1.38,2.75,52.86%,37,70,0.93,4.38,8.75,2.06,4.12
clay,318,Igor Marcondes,18,34.21%,52,152,0.71,3.38,8.44,1.16,2.89,53.04%,61,115,0.54,2.56,6.39,1.2,3
clay,304,Ilia Simakin,11,33.33%,23,69,0.52,2.56,6.27,0.85,2.09,59.77%,52,87,0.64,3.22,7.91,1.3,3.18
clay,272,Inaki Montes-De La Torre,22,43.01%,80,186,0.79,3.51,8.45,1.51,3.64,45.75%,70,153,0.66,2.89,6.95,1.57,3.77
clay,351,Ioannis Xilas,7,33.33%,16,48,0.69,3.2,6.86,1.07,2.29,55.71%,39,70,1,4.67,10,2.07,4.43
clay,263,Ivan Gakhov,20,44.78%,60,134,0.63,2.85,6.7,1.28,3,57.51%,111,193,0.9,4.11,9.65,1.74,4.1
clay,584,Ivan Ivanov,7,30.00%,6,20,0.29,1.33,2.86,0.4,0.86,60.00%,45,75,1.15,5,10.71,2,4.29
clay,369,Ivan Marrero Curbelo,9,44.78%,30,67,0.82,3.35,7.44,1.5,3.33,52.54%,31,59,0.74,2.95,6.56,1.4,3.11
clay,389,Jack Kennedy,9,58.62%,51,87,0.8,3.78,9.67,2.22,5.67,48.68%,37,76,0.72,3.3,8.44,1.7,4.33
clay,426,Jack Loge,5,47.83%,22,46,0.7,3.29,9.2,1.57,4.4,54.72%,29,53,0.79,3.79,10.6,1.71,4.8
clay,307,Jacopo Berrettini,7,32.00%,16,50,0.62,2.94,7.14,0.94,2.29,42.86%,18,42,0.55,2.47,6,1.41,3.43
clay,362,Jacopo Vasami,21,36.00%,45,125,0.59,2.78,5.95,1,2.14,61.36%,81,132,0.6,2.93,6.29,1.13,2.43
clay,79,Jaime Faria,42,39.09%,138,353,0.66,3.21,8.4,1.25,3.29,54.91%,151,275,0.51,2.5,6.55,1.13,2.95
clay,17,Jakub Mensik,12,30.36%,34,112,0.64,2.95,9.33,0.89,2.83,58.75%,47,80,0.45,2.11,6.67,0.87,2.75
clay,94,James Duckworth,14,43.02%,37,86,0.53,2.46,6.14,1.06,2.64,78.10%,82,105,0.63,3,7.5,0.66,1.64
clay,931,Jamie Mackenzie,7,42.86%,18,42,0.52,2.47,6,1.06,2.57,60.53%,23,38,0.49,2.24,5.43,0.88,2.14
clay,88,Jan Choinski,51,39.60%,160,404,0.7,3.34,7.92,1.32,3.14,61.67%,177,287,0.49,2.37,5.63,0.91,2.16
clay,508,Jan Kumstat,12,43.75%,35,80,0.62,2.86,6.67,1.25,2.92,67.31%,35,52,0.4,1.86,4.33,0.61,1.42
clay,42,Jan-Lennard Struff,12,41.25%,33,80,0.51,2.58,6.67,1.06,2.75,59.60%,59,99,0.66,3.19,8.25,1.29,3.33
clay,1,Jannik Sinner,19,45.34%,73,161,0.8,3.58,8.47,1.62,3.84,61.70%,29,47,0.23,1.04,2.47,0.4,0.95
clay,43,Jaume Munar,12,40.00%,34,85,0.66,2.93,7.08,1.17,2.83,55.79%,53,95,0.77,3.28,7.92,1.45,3.5
clay,373,Javier Barranco Cosano,6,58.54%,24,41,0.75,3.15,6.83,1.85,4,62.00%,31,50,0.93,3.85,8.33,1.46,3.17
clay,239,Jay Clarke,31,45.32%,121,267,0.75,3.47,8.61,1.57,3.9,63.14%,149,236,0.68,3.06,7.61,1.13,2.81
clay,501,Jelle Sels,17,40.52%,47,116,0.7,3.05,6.82,1.24,2.76,57.34%,82,143,0.87,3.76,8.41,1.61,3.59
clay,1091,Jenson Brooksby,6,35.71%,10,28,0.43,2.15,4.67,0.77,1.67,53.57%,30,56,0.85,4.31,9.33,2,4.33
clay,198,Jerome Kym,13,30.68%,27,88,0.54,2.67,6.77,0.82,2.08,65.38%,51,78,0.48,2.36,6,0.82,2.08
clay,98,Jesper de Jong,25,42.50%,102,240,0.73,3.43,9.6,1.46,4.08,62.56%,132,211,0.63,3.01,8.44,1.13,3.16
clay,12,Jiri Lehecka,10,37.21%,16,43,0.36,1.79,4.3,0.67,1.6,63.27%,31,49,0.41,2.04,4.9,0.75,1.8
clay,448,Joao Eduardo Schiessl,18,34.19%,40,117,0.65,2.92,6.5,1,2.22,56.74%,80,141,0.77,3.52,7.83,1.52,3.39
clay,27,Joao Fonseca,17,44.00%,55,125,0.5,2.45,7.35,1.08,3.24,69.77%,90,129,0.51,2.53,7.59,0.76,2.29
clay,259,Joao Lucas Reis Da Silva,46,43.96%,131,298,0.58,2.66,6.48,1.17,2.85,60.46%,211,349,0.68,3.12,7.59,1.23,3
clay,582,Joaquin Aguilar Cardozo,15,45.95%,51,111,0.72,3.08,7.4,1.42,3.4,53.54%,68,127,0.81,3.53,8.47,1.64,3.93
clay,183,Joel Schwaerzler,38,41.78%,89,213,0.49,2.39,5.61,1,2.34,64.73%,156,241,0.54,2.71,6.34,0.96,2.24
clay,560,Johan Alexander Rodriguez,12,36.26%,33,91,0.71,3.37,7.58,1.22,2.75,63.10%,53,84,0.64,3.11,7,1.15,2.58
clay,412,Johan Nikles,8,41.10%,30,73,0.88,3.84,9.12,1.58,3.75,55.41%,41,74,0.85,3.89,9.25,1.74,4.12
clay,314,Jonas Forejtek,21,40.40%,61,151,0.62,2.96,7.19,1.2,2.9,63.25%,105,166,0.68,3.25,7.9,1.2,2.9
clay,801,Jozef Kovalik,5,53.57%,15,28,0.51,2.33,5.6,1.25,3,41.67%,15,36,0.64,3,7.2,1.75,4.2
clay,276,Juan Bautista Torres,52,48.89%,221,452,0.78,3.65,8.69,1.78,4.25,55.46%,254,458,0.8,3.69,8.81,1.65,3.92
clay,157,Juan Carlos Prado Angelo,52,41.18%,161,391,0.67,3.23,7.52,1.33,3.1,62.61%,273,436,0.73,3.6,8.38,1.35,3.13
clay,457,Juan Cruz Martin Manzano,11,44.29%,31,70,0.57,2.59,6.36,1.15,2.82,54.74%,52,95,0.77,3.52,8.64,1.59,3.91
clay,343,Juan Estevez,19,40.24%,68,169,0.79,3.76,8.89,1.51,3.58,54.11%,79,146,0.69,3.24,7.68,1.49,3.53
clay,52,Juan Manuel Cerundolo,36,45.28%,115,254,0.57,2.76,7.06,1.25,3.19,63.14%,161,255,0.58,2.77,7.08,1.02,2.61
clay,287,Juan Manuel La Serna,41,47.48%,160,337,0.78,3.47,8.22,1.65,3.9,55.66%,182,327,0.74,3.37,7.98,1.49,3.54
clay,273,Juan Pablo Ficovich,22,44.74%,68,152,0.64,2.92,6.91,1.31,3.09,60.96%,89,146,0.61,2.81,6.64,1.1,2.59
clay,274,Juan Pablo Varillas,53,45.36%,166,366,0.63,3.02,6.91,1.37,3.13,63.85%,249,390,0.68,3.22,7.36,1.17,2.66
clay,562,Juan Sebastian Gomez,13,39.39%,39,99,0.7,3.3,7.62,1.3,3,41.18%,35,85,0.59,2.83,6.54,1.67,3.85
clay,840,Juan Sebastian Osorio,5,27.78%,10,36,0.62,2.77,7.2,0.77,2,52.94%,18,34,0.57,2.62,6.8,1.23,3.2
clay,136,Jurij Rodionov,17,37.14%,39,105,0.52,2.56,6.18,0.95,2.29,65.87%,83,126,0.62,3.07,7.41,1.05,2.53
clay,190,Justin Engel,17,40.48%,34,84,0.4,1.95,4.94,0.79,2,61.49%,99,161,0.75,3.74,9.47,1.44,3.65
clay,39,Karen Khachanov,13,39.56%,36,91,0.51,2.53,7,1,2.77,67.65%,69,102,0.58,2.83,7.85,0.92,2.54
clay,611,Karl Poling,5,60.00%,15,25,0.47,2.08,5,1.25,3,37.50%,15,40,0.74,3.33,8,2.08,5
clay,209,Keegan Smith,6,52.00%,13,25,0.4,1.92,4.17,1,2.17,67.50%,27,40,0.62,3.08,6.67,1,2.17
clay,242,Kilian Feldbausch,37,46.63%,159,341,0.85,3.97,9.22,1.85,4.3,57.69%,150,260,0.67,3.02,7.03,1.28,2.97
clay,199,Kimmer Coppejans,34,44.04%,144,327,0.89,4.19,9.62,1.85,4.24,59.04%,160,271,0.74,3.47,7.97,1.42,3.26
clay,270,Kyrian Jacquet,9,37.93%,33,87,0.82,3.62,9.67,1.38,3.67,60.00%,48,80,0.76,3.33,8.89,1.33,3.56
clay,221,Laslo Djere,25,35.47%,72,203,0.75,3.69,8.12,1.31,2.88,56.46%,83,147,0.54,2.67,5.88,1.16,2.56
clay,473,Laurent Lokoli,6,40.54%,15,37,0.59,2.64,6.17,1.07,2.5,58.14%,25,43,0.7,3.07,7.17,1.29,3
clay,213,Lautaro Midon,50,45.43%,189,416,0.71,3.33,8.32,1.51,3.78,54.25%,230,424,0.73,3.39,8.48,1.55,3.88
clay,19,Learner Tien,13,46.36%,51,110,0.64,2.97,8.46,1.38,3.92,53.54%,53,99,0.58,2.68,7.62,1.24,3.54
clay,646,Leo Raquillet,5,57.69%,15,26,0.46,2.17,5.2,1.25,3,48.78%,20,41,0.72,3.42,8.2,1.75,4.2
clay,202,Liam Broady,7,39.29%,22,56,0.77,3.29,8,1.29,3.14,51.06%,24,47,0.62,2.76,6.71,1.35,3.29
clay,246,Liam Draxl,7,37.50%,21,56,0.69,3.29,8,1.24,3,53.45%,31,58,0.75,3.41,8.29,1.59,3.86
